1.1032183234707758 5.586095834329645
1.2060674150084496 5.575000543442819
1.3022827753632 5.5638297743866945
1.455770596743568 5.54899076630268
1.607326796600901 5.526317124245519
1.752826868070211 5.491929270313288
1.9020559863569142 5.445872491407565
2.2066840642177503 5.35366835979296
2.5036838731972297 5.238050900062072
2.805707673695465 5.083562183142645
3.05212260524697 4.956049363930371
3.3119688990143463 4.8168827153784655
3.8045385442285604 4.534518884034132
4.284651252283188 4.290830066638166
4.909711077174722 4.0317286070715195
5.4883725407976565 3.838429015498989
