     AGC/ObjID		  RA	    Dec     r        z     D[Mpc]    LogM*  LogMHI/M*  code (ALFALFA-only, noSDSS spec =1, SDSS-only=2, match=3)
  587736807225163939  201.3711   13.3083  17.20   0.0393   172.56   9.7540  -0.1521    2
  587736807761969247  201.2113   13.7408  13.25   0.0222    98.99  11.1453  -1.8986    2
  588017704550662245  202.3282   12.6602  17.78   0.0249   110.88   8.8440   0.2310    2
  588017570853093389  202.1665   11.9932  15.31   0.0234   104.11  10.2302  -0.9786    2
  588017571926769785  202.1324   12.8444  16.38   0.0233   104.01   9.5855  -0.3635    2
  588017571390095595  202.6303   12.5195  15.09   0.0434   189.98  10.8478  -1.0249    2
  588017571926966380  202.5131   12.9348  17.08   0.0232   103.30   9.4426  -0.4208    2
  587738568174731430  203.8905   13.2749  16.63   0.0233    94.66   9.4901  -0.5791    2
  587736807763148902  203.8983   13.4085  17.70   0.0420   183.99   9.7737  -0.0394    2
  587738568711602293  203.9278   13.6339  16.02   0.0423   185.15  10.3575  -0.5070    2
  587738568711602301  203.9293   13.5970  17.40   0.0432   188.92   9.6067   0.1833    2
  587738568174534817  203.5132   13.3198  16.13   0.0239   106.29   9.9470  -0.9079    2
  587738568711405684  203.4950   13.8007  17.23   0.0228   101.64   9.4263  -0.3974    2
  588017571389964387  202.1936   12.3835  16.59   0.0461   201.49  10.2623  -0.4891    2
  588017571389898904  202.1330   12.4438  15.47   0.0231   103.00  10.1368  -0.9121    2
  588017704013725946  202.2453   12.1814  15.80   0.0438   191.73  10.6566  -0.8999    2
  588017571389964448  202.3188   12.4893  17.09   0.0245   108.78   9.5657  -0.4778    2
  588017703476920561  202.3284   11.8739  17.48   0.0223    99.50   9.2456  -0.1922    2
  588017704013791391  202.4229   12.3044  16.33   0.0453   198.00  10.1583  -0.2540    2
  588017703476985965  202.4018   11.8139  15.24   0.0262   116.44  10.2651  -0.8600    2
  588017571390226544  202.9023   12.5171  17.18   0.0410   179.49   9.5720   0.1812    2
  588017571927162912  203.0259   12.7596  16.89   0.0267   118.23   9.1442   0.1740    2
  588017704013922578  202.7021   12.2745  17.74   0.0256   113.63   8.7935   0.4791    2
  588017571390095584  202.6048   12.4141  16.98   0.0243   108.30   9.5029  -0.4027    2
  588017571390226592  202.8167   12.5116  16.20   0.0463   202.33  10.3864  -0.5843    2
  588017703477117164  202.7922   11.8329  16.57   0.0250   111.28   9.4479  -0.2259    2
  588017704013856962  202.5401   12.3189  15.61   0.0458   200.06  10.4881  -0.6033    2
  588017571927228508  203.1523   12.8413  17.46   0.0436   190.57   9.8435  -0.1443    2
  588017703476920565  202.3352   11.9161  14.77   0.0211    94.40  10.4086  -1.2718    2
  588017570853158967  202.3555   12.0443  15.51   0.0229   102.15  10.2085  -0.9427    2
  588017703476920389  202.3057   11.9369  14.41   0.0237   105.59  10.6208  -1.3956    2
  588017703476920627  202.3577   11.9099  14.56   0.0218    97.34  10.4657  -1.3016    2
  588017704013856943  202.4961   12.2594  15.86   0.0465   203.01  10.3274  -0.3875    2
  588017704013856796  202.4612   12.3461  14.41   0.0216    96.55  10.6416  -1.3622    2
  588017571927097541  202.9649   12.8092  17.59   0.0432   189.12   9.4862   0.2950    2
  588017571927228564  203.2327   12.9092  14.96   0.0433   189.40  10.9715  -1.0373    2
  588017571927228545  203.2092   12.7685  15.23   0.0436   190.63  10.8279  -0.9610    2
  588017705087991999  203.3985   12.9800  17.57   0.0438   191.69   9.4651   0.2280    2
  588017571390619830  203.8498   12.3690  17.40   0.0522   227.45  10.0650   0.0973    2
  588017704550531211  202.0539   12.7039  16.25   0.0229   102.22   9.8355  -0.6030    2
  588017571926966444  202.6152   12.8158  16.75   0.0469   204.87  10.0078  -0.1056    2
  588017704550662282  202.4165   12.6526  16.07   0.0452   197.41  10.5692  -0.7583    2
  587736807763149274  203.9122   13.5501  17.46   0.0225   100.22   9.1496  -0.1192    2
  587736807763083999  203.8403   13.5290  17.83   0.0237   105.63   9.1062  -0.0475    2
  587736808299954316  203.7889   13.8914  17.60   0.0233   103.88   9.2998  -0.3484    2
  587738568711536851  203.9116   13.7985  17.32   0.0240   106.89   9.4065  -0.3278    2
  587736807226081404  203.5085   13.1024  15.35   0.0438   191.49  10.8808  -0.9765    2
  587736807226081388  203.4826   13.1667  17.58   0.0430   188.03   9.3792   0.3246    2
  587738568174141650  202.5054   13.3110  17.73   0.0245    99.90   9.1784  -0.3652    2
  587738568710881481  202.2542   13.8387  16.87   0.0403   176.61  10.0958  -0.3939    2
  587738568710815809  202.2255   13.9067  15.24   0.0404   177.15  10.7991  -1.0071    2
  587738568174534788  203.4782   13.2721  15.90   0.0440   192.33  10.5610  -0.7891    2
  587736807762886910  203.3687   13.4996  17.74   0.0240   106.88   9.2150  -0.2121    2
  587738568711405757  203.6252   13.8042  15.00   0.0243   108.17  10.3169  -0.9877    2
  587736808299954300  203.7619   13.9255  15.40   0.0245   108.85  10.3320  -1.0970    2
  587738568711405706  203.5536   13.8260  16.18   0.0235   104.63   9.9541  -0.7918    2
  587738568711340248  203.3963   13.8107  17.36   0.0231   103.10   9.4367  -0.3309    2
  587738568711209134  203.0987   13.7527  16.18   0.0258   114.60   9.7252  -0.4966    2
  587738568711274625  203.1785   13.8240  16.41   0.0541   235.54  10.6218  -0.5753    2
  587736808299692233  203.2422   13.9983  15.64   0.0480   209.55  10.7456  -0.7513    2
  587738568174469325  203.3174   13.3089  17.23   0.0238   106.00   9.2721  -0.1921    2
  587736807225819308  202.8306   13.2107  17.72   0.0437   191.34   9.9880  -0.3463    2
  587736807762755629  202.9873   13.5171  17.74   0.0162    71.58   8.3147   0.4139    2
  587738568174075955  202.4229   13.3065  13.05   0.0250   111.26  11.3599  -1.9567    2
  587736807225753692  202.6667   13.1518  17.36   0.0458   200.18   9.6297   0.0883    2
  588017704551055545  203.3461   12.5845  15.47   0.0541   235.63  11.0076  -0.7174    2
  588017704014119089  203.1118   12.3038  15.78   0.0395   173.10  10.5908  -0.8107    2
  588017570853355585  202.8794   11.9714  17.11   0.0268   118.93   9.1490   0.1921    2
  588017704013988061  202.8689   12.3068  16.36   0.0461   201.65  10.5523  -0.6421    2
  588017705088057484  203.6369   13.0236  17.14   0.0251   111.70   9.6539  -0.5323    2
  588017705087926377  203.3760   13.0133  16.46   0.0541   235.65  10.2694  -0.2718    2
  588017570853552225  203.2561   12.0518  17.77   0.0251   111.75   8.9848   0.1062    2
  588017571390619741  203.7700   12.3007  16.57   0.0520   226.78  10.2993  -0.1076    2
  587738568710881578  202.3941   13.8877  17.39   0.0254   112.84   8.9822   0.2095    2
  587738568711471319  203.7501   13.6197  17.27   0.0232   103.25   9.5066  -0.5112    2
  587736807226015826  203.3139   13.1170  17.64   0.0435   190.51   9.8878  -0.2175    2
  587736807225753613  202.6067   13.1967  15.87   0.0246   109.18  10.0428  -0.8058    2
  588017705087664216  202.6478   13.0639  17.75   0.0242   107.62   8.9285   0.2583    2
  587736807762559147  202.5494   13.6065  16.15   0.0252   111.86   9.8435  -0.6575    2
  587736807762493583  202.4238   13.6714  16.38   0.0404   176.94  10.1561  -0.4514    2
  588017704551383211  204.1040   12.6007  17.29   0.0556   242.25   9.8219   0.1588    2
  588017571927818268  204.5518   12.7279  17.18   0.0471   205.57   9.6230   0.1870    2
  587736479196512333  205.4308   12.7349  15.57   0.0357   156.95  10.5557  -0.8918    2
  588017704015298723  205.8783   12.0495  15.97   0.0546   237.68  10.4781  -0.3284    2
  587738569249325225  205.9996   13.9435  16.71   0.0420   183.54  10.0041  -0.2041    2
  588017571390947496  204.5814   12.3436  15.19   0.0419   183.63  10.6450  -0.7358    2
  588017704014774394  204.6278   12.1078  17.60   0.0557   242.43   9.8247   0.2800    2
  587736478659641460  205.4571   12.3215  16.84   0.0582   253.33  10.5830  -0.4829    2
  587736807227130002  205.9556   12.8785  16.08   0.0351   154.39  10.1542  -0.4643    2
  587736807764000771  205.8441   13.2511  15.34   0.0353   154.98  10.6445  -1.1116    2
  587738569248735395  204.6244   13.9895  15.34   0.0430   188.21  10.6556  -0.8049    2
  588017704015233299  205.7416   11.9565  17.52   0.0228   101.55   8.9911   0.1103    2
  588017704015364259  205.9470   12.0350  17.30   0.0490   213.92   9.6659   0.2399    2
  588017704015102174  205.4031   12.1286  17.05   0.0484   211.28   9.3957   0.4849    2
  587738568174796871  204.1322   13.1537  17.21   0.0456   199.38   9.7132   0.0502    2
  588017704551579653  204.4391   12.4482  17.18   0.0422   184.79  10.0088  -0.2144    2
  588017570853879977  204.0847   11.9657  15.52   0.0411   180.14  10.4542  -0.5955    2
  588017704551645362  204.6725   12.4294  16.95   0.0474   206.87   9.8856   0.0202    2
  588017570854207643  204.8449   11.9214  17.45   0.0367   161.16   9.4886  -0.0067    2
  588017704551710880  204.8167   12.6032  17.27   0.0412   180.39   9.9241  -0.3064    2
  587736478391140505  205.2201   11.9152  15.38   0.0580   252.25  11.1793  -0.9644    2
  588017704015036566  205.1824   11.9696  17.21   0.0581   252.94  10.2170  -0.1111    2
  588017571928080565  205.2069   12.7146  15.86   0.0472   205.94  10.7795  -0.7839    2
  587736479196512416  205.5081   12.6972  17.03   0.0258   114.39   9.2290   0.0706    2
  587736478659772532  205.7668   12.3181  17.52   0.0566   246.30   9.8725   0.1740    2
  587738568175517863  205.7993   13.0647  16.14   0.0523   227.82  10.4768  -0.3140    2
  587738568712388828  205.8819   13.4266  17.38   0.0466   203.27  10.0160  -0.0765    2
  587736807763804263  205.4073   13.4022  17.04   0.0559   243.25  10.4160  -0.2780    2
  587736808300609659  205.3208   13.7755  14.79   0.0454   198.33  10.7925  -0.8118    2
  587738568175255854  205.2671   13.1955  16.99   0.0558   242.76  10.0572   0.0045    2
  587738568175255750  205.2545   13.2274  17.60   0.0554   241.18   9.7140   0.3682    2
  587736807763673165  205.2209   13.3085  16.23   0.0257   114.00   9.6310  -0.4373    2
  587736478660034750  206.3014   12.2407  17.57   0.0564   245.47   9.4582   0.6123    2
  588017704015888388  207.1684   11.9470  15.33   0.0364   159.58  10.3163  -0.5933    2
  588017705089761471  207.6756   12.6573  16.94   0.0367   161.15   9.6605  -0.0967    2
  587738568176435234  207.9297   12.9303  16.84   0.0578   251.20  10.2100  -0.1164    2
  587738568712978515  207.2916   13.3473  15.88   0.0240   106.72   9.7926  -0.6298    2
  587736807764590737  207.3737   13.1244  15.29   0.0579   251.59  10.9422  -0.8956    2
  587738568712847567  206.9740   13.3937  16.90   0.0473   206.33   9.8227   0.0883    2
  587738568712847515  206.9049   13.3972  17.11   0.0506   220.61  10.2829  -0.1529    2
  587738569787048235  208.1281   14.0760  17.36   0.0230   102.37   9.3966  -0.3024    2
  587736807227261031  206.1263   12.8899  15.86   0.0357   156.65  10.5731  -0.8788    2
  587736807227260994  206.2235   12.8790  15.26   0.0350   153.71  10.6498  -0.9585    2
  587738569249981174  207.6005   13.8573  17.30   0.0232   102.98   9.7920  -0.7967    2
  588017704552497452  206.7292   12.4369  16.37   0.0499   217.40  10.2242  -0.2310    2
  587736478659969163  206.2155   12.2375  17.28   0.0564   245.41   9.7277   0.2974    2
  588017705089826947  207.7153   12.7123  16.11   0.0501   218.45  10.4415  -0.4737    2
  587738568176107627  207.1674   13.0533  17.11   0.0574   249.51   9.8773   0.1330    2
  587738569249325133  206.0617   13.8717  14.46   0.0217    96.61  10.5677  -1.3385    2
  587736807764131965  206.2579   13.3312  16.92   0.0475   207.10   9.7591   0.0335    2
  587738569787048086  208.1112   14.0915  12.91   0.0230   102.36  11.3143  -1.9144    2
  587738568175714474  206.2852   13.0586  17.58   0.0406   177.69   9.6950  -0.0680    2
  587738568701116560  179.2908   14.3367  16.62   0.0453   198.99  10.3941  -0.6166    2
  587738568700985494  178.9928   14.4035  17.53   0.0550   240.38   9.9180  -0.0418    2
  587735347498975414  179.2138   14.1265  17.44   0.0421   185.21   9.6459  -0.1789    2
  587735348035452969  178.2436   14.5240  17.26   0.0213    95.83   9.0286  -0.1575    2
  587738570848338012  178.6163   15.9630  15.34   0.0385   169.74  10.7805  -0.9667    2
  587738569774465150  178.3023   15.1140  17.48   0.0225   101.01   8.9401   0.0851    2
  587738570311532766  178.8775   15.6690  15.76   0.0568   248.09   9.4148   0.8724    2
  587738569774465211  178.3626   15.3077  16.95   0.0208    93.74   9.0984  -0.1373    2
  587738570848665800  179.4652   16.1767  17.11   0.0541   236.39   9.8847   0.1660    2
  587735349646590087  179.4577   15.9745  16.82   0.0438   192.33   9.7589   0.0463    2
  587738570848796830  179.7383   16.0677  17.56   0.0128    57.04   8.6650  -0.2017    2
  587735348035846341  179.2217   14.5160  16.00   0.0450   197.51  10.6058  -0.8304    2
  587738569237790764  178.8884   14.7966  16.17   0.0422   185.53  10.1107  -0.3939    2
  587735347498516558  178.0300   14.1216  16.29   0.0382   168.20   9.9981  -0.4261    2
  587735349109063951  177.8766   15.4947  16.85   0.0558   243.61  10.4054  -0.3636    2
  587738570848207179  178.4071   16.0118  17.36   0.0232   104.03   8.9595   0.2075    2
  587742772947124265  177.8906   16.1851  15.05   0.0197    89.11  10.0710  -0.8994    2
  587735348035911833  179.3790   14.5854  17.15   0.0444   195.12   9.7556  -0.0454    2
  587738568164245629  179.3180   14.0589  15.38   0.0422   185.42  10.8682  -1.1288    2
  587735347499106437  179.5032   14.1437  17.36   0.0462   202.53   9.5221   0.2608    2
  587738569237856303  179.0385   14.7752  17.39   0.0442   194.15   9.6413   0.0046    2
  587738568700854276  178.6176   14.3397  17.21   0.0386   170.05   9.4852   0.0800    2
  587738568700919927  178.7766   14.4667  17.26   0.0208    93.74   8.9982  -0.0723    2
  587735347498582034  178.2211   14.1927  14.60   0.0550   240.54  11.3962  -1.3838    2
  587738570311794794  179.3688   15.6024  16.82   0.0459   201.35  10.0722  -0.0870    2
  587735349109588135  179.1953   15.4041  15.57   0.0581   253.63  10.7189  -0.4531    2
  587738569774989515  179.6205   15.2176  17.33   0.0229   102.89   8.9790   0.0736    2
  587738569775054984  179.7057   15.3351  16.80   0.0431   189.20   9.7313  -0.0171    2
  587738570311925871  179.6682   15.5928  17.41   0.0019     6.35   6.6565   0.1108    2
  587738568701051053  179.1648   14.4416  17.63   0.0452   198.35   9.8059  -0.1322    2
  587738569237659878  178.5366   14.8815  15.16   0.0385   169.56  10.5837  -1.0189    2
  587735348035518568  178.3559   14.6746  16.59   0.0225   101.33   9.3390  -0.2178    2
  587735348035256532  177.8448   14.4848  16.74   0.0545   238.29  10.1608  -0.1373    2
  587735349645934646  177.8714   15.7704  14.17   0.0202    91.07  10.5322  -1.3708    2
  587735348572192778  177.8675   15.0411  16.73   0.0412   181.12   9.9317  -0.1200    2
  587735349109063778  177.8942   15.4753  13.31   0.0213    95.92  11.0711  -1.7486    2
  587735349109129359  177.9947   15.3353  15.73   0.0206    92.93   9.7656  -0.6132    2
  587738570311336169  178.3933   15.6982  17.22   0.0528   230.85   9.6161   0.6092    2
  587738570848141682  178.2514   16.0415  17.79   0.0030    10.40   6.9314   0.0248    2
  587735349109391532  178.7191   15.3746  14.39   0.0386   170.01  11.0699  -1.2510    2
  587735349109522547  179.0109   15.5034  17.50   0.0566   247.27   9.7669   0.3488    2
  587738569774858379  179.2124   15.2483  17.08   0.0228   102.41   9.0461   0.1908    2
  587738570848927775  180.0996   16.1569  17.90   0.0433   189.98   9.2848   0.4417    2
  587735349110046807  180.2835   15.3983  15.39   0.0173    76.10   9.9089  -0.9084    2
  587735349110309004  180.8197   15.5244  16.97   0.0438   192.16   9.7160  -0.0077    2
  587735349110308991  180.8044   15.4513  17.20   0.0238   106.86   9.3147  -0.1603    2
  587735347499892860  181.3457   14.1990  14.48   0.0232   104.20  10.6327  -1.3862    2
  587738568701968500  181.2482   14.4057  17.16   0.0041    22.94   8.0073  -0.4191    2
  587738568701771820  180.8558   14.4704  15.27   0.0237   106.13  10.3289  -1.1339    2
  587735348036370715  180.3453   14.5754  17.46   0.0443   194.31   9.2977   0.4233    2
  587738570849124408  180.5387   16.0517  17.25   0.0128    57.22   8.5657  -0.2015    2
  587735349110505569  181.2588   15.4222  15.63   0.0225   100.86   9.8504  -0.6668    2
  587735349110505746  181.3457   15.4468  17.23   0.0231   103.83   8.9539   0.2453    2
  587738570849583246  181.6229   16.1086  15.92   0.0571   249.00  10.7337  -0.5625    2
  587738568702230690  181.8807   14.3667  16.13   0.0501   219.51  10.2643  -0.1865    2
  587735347499958379  181.4822   14.2896  16.44   0.0238   106.53   9.6696  -0.6189    2
  587738568701575312  180.4102   14.4839  14.41   0.0437   191.91  11.2799  -1.4522    2
  587738568701444132  180.0661   14.3805  17.40   0.0439   192.58   9.7223  -0.0215    2
  587735349110177898  180.4984   15.4179  16.90   0.0236   105.84   9.1395   0.0223    2
  587738570312253686  180.5895   15.7768  17.12   0.0236   105.64   9.2271  -0.0518    2
  587735349110177829  180.5659   15.4503  15.83   0.0432   189.55  10.4035  -0.6571    2
  587735347499827302  181.1526   14.2975  16.69   0.0238   106.69   9.4793  -0.3712    2
  587735347499827335  181.2273   14.3083  15.68   0.0433   190.25  10.6356  -0.8783    2
  587735347499368572  180.0831   14.2554  17.02   0.0437   191.93  10.1535  -0.4606    2
  587735349646917668  180.1550   15.8334  16.57   0.0436   191.38  10.3409  -0.5842    2
  587735349646852161  180.0333   15.8531  16.63   0.0546   238.56  10.3760  -0.3432    2
  587738569775251586  180.2238   15.2509  16.76   0.0176    77.34   9.0706  -0.2910    2
  587735348573372554  180.7780   15.1654  16.16   0.0242   108.31   9.6869  -0.4679    2
  587738569775710226  181.2730   15.3441  14.92   0.0232   103.98  10.4367  -1.2699    2
  587738568165425238  182.0208   14.1307  15.48   0.0571   249.26  11.0251  -0.9742    2
  587735348037156966  182.2780   14.6461  17.72   0.0289   128.35   8.7663   0.5870    2
  587735349647966332  182.7273   15.9462  16.17   0.0074    34.92   8.6429  -0.5169    2
  587738569239429361  182.7736   14.8437  17.22   0.0486   212.96   9.9442  -0.1638    2
  587738569776300181  182.7041   15.2527  16.59   0.0015     5.16   7.0598  -0.7408    2
  587738569776496647  183.1054   15.3960  14.91   0.0239   106.86  10.3680  -1.1640    2
  587735349648031895  182.8866   15.9550  17.62   0.0512   223.73   9.5639   0.3194    2
  587738570850304202  183.3622   16.0994  17.02   0.0238   106.53   9.1536   0.0665    2
  587738569239888027  183.7856   14.9719  16.24   0.0039    15.67   8.1901  -1.0517    2
  587735347500810349  183.4705   14.2206  17.37   0.0247   110.63   9.4792  -0.5515    2
  587735347500744808  183.4149   14.2441  15.88   0.0516   225.78  10.6788  -0.5082    2
  587735348037550105  183.2195   14.6450  15.89   0.0490   214.70  10.7651  -0.7171    2
  587738568703017016  183.8024   14.4328  13.34   0.0033    16.37   9.3342  -2.0467    2
  587735347500875778  183.5893   14.2179  16.67   0.0499   218.37   9.8900  -0.1161    2
  587738568702951430  183.5760   14.3961  14.71   0.0251   112.21  10.6552  -1.3835    2
  587735347500613686  183.0392   14.3092  15.55   0.0516   225.83  10.4563  -0.2626    2
  587735347500417174  182.5728   14.3546  17.67   0.0425   186.77   9.5255  -0.0115    2
  587738568165425288  182.1433   14.1365  17.38   0.0431   189.32  10.0428  -0.4376    2
  587738568702492904  182.6163   14.5259  16.64   0.0428   188.05  10.0028  -0.2613    2
  587735347500351582  182.3754   14.2527  16.26   0.0429   188.63  10.4624  -0.7622    2
  587735347500220443  182.1108   14.2748  16.77   0.0133    59.48   8.8496  -0.4338    2
  587735349111226443  183.0669   15.4293  15.00   0.0234   105.04  10.3984  -1.2558    2
  587735349111226530  183.0791   15.4831  15.23   0.0040    15.09   8.3650  -0.9773    2
  587735348574355579  183.0316   15.1095  15.82   0.0509   222.60  10.4180  -0.3350    2
  587738569776496781  183.1711   15.2194  17.81   0.0240   107.67   8.9881   0.0018    2
  587738570850238678  183.1829   16.1851  15.84   0.0570   248.91  10.7430  -0.6257    2
  587735349648162875  183.1128   15.9017  17.50   0.0237   106.32   8.8923   0.2339    2
  587735347500810413  183.5262   14.2150  15.46   0.0508   222.46  10.5439  -0.4768    2
  587735347500679258  183.1822   14.2357  16.96   0.0516   225.56  10.1117   0.3176    2
  587738568166015034  183.4876   14.1483  16.85   0.0515   225.40   9.9222   0.0804    2
  587735347500941427  183.8559   14.3489  16.70   0.0235   105.52   9.3164  -0.1377    2
  587738568703082705  183.9830   14.4096  16.94   0.0503   219.98   9.9126  -0.0005    2
  587738568702755120  183.2440   14.4148  16.63   0.0492   215.26  10.0292  -0.1660    2
  587738568702755107  183.2413   14.4740  15.22   0.0508   222.39  10.8940  -0.6829    2
  587735347500482683  182.7824   14.2748  14.28   0.0040    15.07   8.8261  -1.5996    2
  587738568165621997  182.5023   14.0196  17.16   0.0330   145.89   9.4432   0.0289    2
  587735349111226508  183.0233   15.5606  17.58   0.0511   223.40   9.5199   0.4185    2
  587735348574748778  183.9171   15.0055  15.51   0.0036    16.24   8.4287  -1.2545    2
  587735347500351583  182.3761   14.3213  17.79   0.0572   249.57   9.7784   0.0588    2
  587738568702558506  182.6331   14.4900  16.71   0.0074    34.73   8.4414  -0.5249    2
  587735347500417057  182.5650   14.3267  15.73   0.0430   188.86  10.4424  -0.6935    2
  587735347500154989  182.0124   14.2083  16.66   0.0565   246.63  10.5050  -0.4930    2
  587738570849845580  182.2181   16.0506  17.77   0.0542   237.00   9.5229   0.5891    2
  587738570849845253  182.1560   16.1428  13.26   0.0226   101.68  11.0463  -1.7218    2
  587738568166015210  183.5399   14.0724  15.95   0.0511   223.46  10.4615  -0.4732    2
  587735349648228431  183.2691   15.8929  15.98   0.0026    16.70   8.1284  -0.6848    2
  587735349111226544  183.1018   15.4813  17.58   0.0210    94.73   8.9049   0.1505    2
  587735349648490593  183.9725   16.0320  18.07   0.0411   180.77   9.1783   0.4456    2
  587735349111488551  183.5893   15.5212  16.99   0.0254   113.48   9.2164   0.0001    2
  587738569776693395  183.6832   15.2929  16.33   0.0234   104.69   9.7987  -0.6881    2
  587738569239953555  183.9604   14.8486  15.98   0.0251   112.33   9.8932  -0.7068    2
  587735347501072574  184.0641   14.2426  17.29   0.0010     3.22   6.1991   1.1068    2
  587735348575338781  185.4235   15.0755  15.80   0.0041    15.70   8.2757  -1.0065    2
  587738569240805509  185.9493   14.7979  16.88   0.0518   226.25  10.2530  -0.0481    2
  587738568703869158  185.8067   14.4370  16.32   0.0438   192.16   9.9629  -0.1685    2
  587738569240739968  185.7903   14.8448  17.54   0.0423   185.85   9.7171  -0.1004    2
  587735348038402107  185.1832   14.6313  16.12   0.0022     7.27   7.2763  -0.7289    2
  587735348038533272  185.5815   14.7607  13.33   0.0033    15.70   9.3070  -2.0296    2
  587735347501334602  184.6783   14.3196  17.64   0.0552   241.13  10.1405  -0.3491    2
  587738570851156156  185.3177   16.0957  16.98   0.0445   195.35   9.8536   0.0732    2
  587738570314285264  185.4115   15.7452  13.12   0.0043    15.27   9.3901  -2.0354    2
  587738570851025026  185.0074   16.1345  17.54   0.0443   194.40   9.6132   0.1876    2
  587738569240412199  185.0138   14.9617  13.13   0.0045    16.70   9.4865  -2.1371    2
  587738570314416321  185.5817   15.7336  14.35   0.0039    16.70   8.9218  -1.5913    2
  587735349112340684  185.6013   15.4711  17.15   0.0031    16.91   7.6901  -0.2973    2
  587738570314350670  185.4737   15.6459  14.25   0.0028    17.35   9.0616  -1.7417    2
  587735348038598768  185.6370   14.7654  17.84   0.0530   231.48   9.6435   0.3108    2
  587738568703606922  185.1141   14.5573  16.40   0.0417   183.19   9.8342  -0.1237    2
  587738568166277307  184.0907   14.0772  16.09   0.0224   100.82   9.6616  -0.6538    2
  587738568703148114  184.1224   14.4974  13.78   0.0264   117.68  11.0728  -1.7703    2
  587735347501006870  184.0112   14.1893  13.96   0.0254   113.41  10.9314  -1.6721    2
  587735348037943413  184.0860   14.7741  17.57   0.0018     5.89   6.4863  -0.1536    2
  587735347501007049  184.0292   14.2106  17.58   0.0223   100.05   8.8981  -0.0486    2
  587735348574748884  184.0419   15.1237  16.91   0.0019     6.39   7.0429  -0.5195    2
  587735348038664283  185.7788   14.7792  16.43   0.0428   187.77  10.0757  -0.3209    2
  587735347501531216  185.1333   14.2449  17.01   0.0525   229.64  10.3800  -0.3144    2
  587735348038336651  185.0655   14.6723  16.98   0.0437   191.93   9.7096   0.0920    2
  587738568166277186  184.1216   14.0123  13.54   0.0257   114.76  11.1094  -1.7264    2
  587738568166211731  184.0133   14.0130  17.20   0.0509   222.66   9.8330   0.0101    2
  587738568166277266  184.1695   14.0563  16.31   0.0216    97.14   9.3852  -0.3524    2
  587738570313826504  184.2784   15.7991  17.43   0.0358   157.93   9.2379   0.3598    2
  587735348575142078  184.9043   15.1621  16.54   0.0041    15.66   7.9123  -0.5289    2
  587738570851025090  185.0900   16.1406  17.58   0.0445   195.15   9.5161   0.1721    2
  587735348575469602  185.6831   15.0936  17.45   0.0440   192.92   9.4705   0.3875    2
  587738568167063925  185.9357   14.0818  17.63   0.0424   186.33   9.1619   0.4823    2
  587738568167063728  185.9541   14.1392  16.12   0.0426   187.32  10.1886  -0.3890    2
  587735347501793293  185.7934   14.3464  15.85   0.0433   190.29  10.5113  -0.5529    2
  587735347501793299  185.8316   14.3038  14.67   0.0418   183.72  11.0193  -1.2585    2
  587738568703410265  184.7952   14.5370  13.76   0.0412   181.14  11.1483  -1.3240    2
  587738568703148232  184.1601   14.5276  15.38   0.0267   119.13  10.4053  -1.1458    2
  587735348575010951  184.6212   15.0719  16.92   0.0439   192.69   9.7149   0.0826    2
  587738570314481837  185.8334   15.8204  13.55   0.0016    16.70   9.3003  -1.8383    2
  587735348575600747  185.9384   15.0782  16.34   0.0422   185.43   9.9905  -0.2892    2
  587735349112471800  185.9998   15.5084  17.41   0.0518   226.66   9.5725   0.5808    2
  587735347502383265  187.2944   14.3175  15.83   0.0418   183.50  10.4140  -0.7687    2
  587735348038729827  186.0028   14.6875  17.73   0.0247   110.65   8.6500   0.5311    2
  587738569240805567  186.0203   14.9596  16.25   0.0238   106.38   9.5615  -0.5091    2
  587738569777741927  186.0894   15.3590  17.40   0.0446   195.76   9.5597   0.0286    2
  587738570314678576  186.2677   15.7113  16.25   0.0047    24.98   8.5267  -0.7923    2
  587735348575797357  186.3950   15.1945  16.34   0.0052    26.56   8.5433  -0.8056    2
  587738569240870973  186.1204   14.9869  17.02   0.0309   137.00   9.6534  -0.1862    2
  587738570851549338  186.2514   16.0707  17.80   0.0316   140.11   9.1333   0.1538    2
  587738569777873123  186.4955   15.2772  16.88   0.0031    16.58   7.5824  -0.3595    2
  587735349649670251  186.8206   16.0245  13.71   0.0058    16.70   9.2164  -1.8148    2
  587735348576125068  187.2278   15.0174  16.93   0.0450   197.42   9.7545   0.0382    2
  587735347502710916  187.9742   14.3068  15.16   0.0017    16.58   8.5745  -1.2993    2
  587735348039450805  187.7321   14.7739  15.63   0.0084    38.93   9.0531  -0.9524    2
  587738569241460850  187.5056   14.8737  15.66   0.0579   252.41  10.7131  -0.7195    2
  587735348039254170  187.2630   14.6136  17.08   0.0576   251.48  10.3526  -0.3519    2
  587738569241330002  187.1687   14.7878  17.38   0.0238   106.72   9.0225   0.0267    2
  587738568167653516  187.2769   14.0049  16.02  -0.0015     0.00      NaN      NaN    2
  587738570314940660  186.8949   15.7395  17.18   0.0046    15.09   7.7227  -0.4200    2
  587735349112930426  187.0566   15.5829  17.53   0.0454   199.13   9.5178   0.2601    2
  587738568167260418  186.3814   14.1528  15.85   0.0377   166.31  10.4411  -0.7607    2
  587735347501990104  186.3231   14.1725  15.00   0.0021    16.70   8.6396  -1.3408    2
  587738568167129097  186.0776   14.0933  17.75   0.0430   189.04   9.4458   0.2338    2
  587738568704065607  186.1892   14.3706  15.89   0.0380   167.58  10.0859  -0.3348    2
